Phrase,Sentiment
"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything",1
infuse the rocky path,2
gory mayhem,2
rush,1
Ravel 's Bolero,2
brilliant and,4
", Murder by Numbers fits the profile too closely .",1
this romantic comedy,3
a few rather than,2
solid execution,4
is generally quite funny,3
the first film,2
Choquart 's,2
the whole show,2
made No Such Thing,1
acting chops,2
"its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet",3
be forgettable,1
making you sweat,2
is a beautiful film for people who like their romances to have that French realism,4
it may just scare the pants off you .,2
An instance of an old dog not only learning but inventing a remarkable new trick .,3
"of the existence of the wise , wizened visitor from a faraway planet",2
"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent ,",2
continuing,2
the production is suitably elegant,3
pokes fun at the price of popularity and small-town pretension in the Lone Star State,2
is that the movie has no idea of it is serious or not .,1
disadvantage,2
it really won my heart,4
director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .,3
"those visual in-jokes ,",2
` Naqoyqatsi ' is banal in its message and the choice of material to convey it .,2
"The Player ,",2
at provincial bourgeois French society,2
more psychotic than romantic,1
mounts,2
-- intentional or not --,2
"dumb , fun , curiously adolescent movie",3
"a vat of failed jokes , twitchy acting , and general boorishness",1
clever ideas,3
Bielinsky 's great game,3
being placed on any list of favorites,3
super-wealthy megalomaniac bent on world domination and destruction,1
of dignity,2
a choppy ending,1
"pathetic , starving and untalented",0
So unique and,3
the huge stuff in life,2
to understand,2
potentially,2
by accident,2
to count,2
"If you 're in the right B-movie frame of mind , it may just scare the pants off you .",3
disgusting source material,0
draws the audience,3
on the theater seat,2
complex,3
really,2
comatose,1
"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment",4
Behind the Music special,2
Bubble,2
overtake the comedy,2
"with guns , expensive cars , lots of naked women and Rocawear clothing",3
"daytime TV serviceability , but little more",3
feel my eyelids ... getting ... very,1
their gourd,2
Scratch for a lesson in scratching,1
"of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint",2
front of the camera,2
hold the screen,2
Writer-director David Jacobson and his star,2
first script,2
legend,2
"Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .",3
"is all over the place ,",2
"however , deliver nearly enough of the show 's trademark style and flash .",2
displays in freshening the play,3
beginning to feel,2
are ably intercut and involving,3
"is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0
"is like reading a research paper ,",1
affection for its characters,3
right down to the population,2
been better in this colorful bio-pic of a Mexican icon,3
his obsessive behavior,2
Laggard,2
"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged",3
to guess,2
is the number of lasting images all its own .,3
've got seven days left to live,1
What a bewilderingly brilliant and entertaining,4
an expeditious 84 minutes,2
A Song,3
getting,2
"discerned from non-firsthand experience ,",2
the standards,2
"Myrtle Beach ,",2
convincing,3
powder,2
If you thought Tom Hanks was just an ordinary big-screen star,3
", realistic , and altogether creepy",2
in sham actor workshops and an affected malaise,1
morally bankrupt,1
boring talking heads,1
163 minutes,2
"gasp , shudder and",2
"Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",1
to make a big splash .,3
take what is essentially a contained family conflict,2
"was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh",3
Pompous and,1
go down in the annals of cinema as one of the great submarine stories,4
sweeping,3
Gere,2
"the quaking essence of passion , grief and fear",3
"Strange it is , but delightfully so",3
too crazy with his great-grandson 's movie splitting up in pretty much the same way,2
Winger fans who have missed her since 1995 's Forget Paris,2
is no picnic,1
"another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees",1
date nights were invented for .,2
stagy and stilted,1
fruit pies,2
"Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch",3
special spark,3
very fast,2
so busy,2
too often,2
of the latter experience,2
"Written , flatly , by David Kendall and",1
Galinsky and Hawley,2
called Best Bad Film You Thought Was Going To Be Really Awful,1
diversity and tolerance,2
"susceptible to blue hilarity ,",3
the payoff for the audience,3
able to creep the living hell out of you,2
"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor",3
uncompromising,3
Disreputable doings and,2
spite of a river of sadness that pours into every frame,2
pore,2
is almost in a class with that of Wilde,3
self-destructive ways,2
you to watch people doing unpleasant things to each other and themselves,1
the movie 's fragmentary narrative style makes piecing the story together frustrating difficult,1
a clear passion for sociology,2
ringing cliched to hardened indie-heads,2
overplayed and,2
concept,2
"is visually ravishing , penetrating , impenetrable",4
insipid script,0
old-school horror film,2
"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy",1
"Not easily and , in the end , not well enough",1
that `` crazy '',2
"The secrets of time travel will have been discovered , indulged in and rejected as boring before I see this piece of crap again .",0
of High Art,3
at this time,2
Dumb and Dumber,2
the need for the bad boy,2
any real psychological grounding for the teens ' deviant behaviour,2
underestimated charm,3
"reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .",4
these characters love each other,3
"An acceptable way to pass a little over an hour with moviegoers ages 8-10 , but",2
An edifying glimpse,2
it can do even more damage,1
proves to be sensational,3
never finds its tone and several scenes run too long .,1
most famous,3
A straight-shooting family film,3
does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',3
jolt,2
deserves a more engaged and honest treatment,2
director Burr Steers,2
successful -RRB-,3
the internet,2
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3
", loud special-effects-laden extravaganzas",3
acceptable entertainment,2
are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .,4
tries to force its quirkiness upon the audience,1
"Third time 's the charm ... yeah , baby !",4
Schnitzler 's,2
"Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .",1
into the exotic world of belly dancing,2
a real shame,0
internal,2
allows his cast members,2
runs out of steam after a half hour,1
unsavory,1
does Dickens,2
Your taste for Jonah,2
"a pathetic , endearing hero who is all too human",2
most substantial,2
impossible,0
"a slight , weightless fairy tale",1
settle for a nice cool glass of iced tea,2
"Has its moments , but it 's pretty far from a treasure",2
the profile,2
the ensemble players,2
despairingly,2
damned funny,3
The thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes -LRB- of which they 'll get plenty -RRB-,1
